SECOND;GOLD;GOLD_KALMAN;SILVER;SILVER_KALMAN;BRONZE;BRONZE_KALMAN;
71040;1433;1392;1538;1722;671;583;
71100;1418;1399;1555;1677;570;580;
71160;1281;1367;1381;1597;718;617;
71220;1290;1346;1270;1508;521;591;
71280;1294;1332;1174;1418;679;615;
71340;1169;1288;1165;1350;678;632;
71400;1378;1312;1131;1291;674;643;
71460;1230;1290;1285;1289;672;651;
71520;1311;1296;1301;1292;603;638;
71580;1259;1286;1232;1276;764;672;
71640;1423;1323;1270;1274;645;665;
71700;1362;1333;1243;1266;644;659;
71760;1218;1302;1264;1265;663;660;
71820;1341;1313;1157;1236;666;662;
71880;1264;1300;1331;1262;696;671;
71940;1246;1285;1233;1254;593;650;
72000;1245;1274;1212;1243;636;646;
72060;1219;1259;1353;1272;611;637;
72120;1483;1320;1271;1272;598;626;
72180;1382;1337;1006;1200;634;628;
72240;1354;1341;1255;1215;631;629;
72300;1349;1343;1240;1222;657;637;
72360;1400;1359;1333;1252;641;638;
72420;1317;1347;1192;1236;694;653;
72480;1322;1341;1247;1239;658;654;
72540;1219;1308;1277;1249;635;649;
72600;1210;1281;1189;1233;613;639;
72660;1334;1296;1035;1179;665;646;
72720;1278;1291;1226;1192;597;633;
72780;1083;1235;1269;1213;637;634;
72840;1084;1194;1092;1180;688;649;
72900;1307;1225;954;1119;682;658;
72960;1319;1250;857;1048;783;692;
73020;1241;1248;1075;1055;669;685;
73080;1127;1215;959;1029;656;677;
73140;1085;1180;955;1009;709;686;
73200;1171;1177;1055;1022;658;678;
73260;1220;1189;1110;1046;613;661;
73320;1133;1174;893;1004;794;697;
73380;1069;1146;840;960;831;733;
73440;1209;1163;845;929;694;722;
73500;972;1111;849;907;833;752;
73560;1259;1151;892;903;695;737;
73620;1176;1158;1043;941;801;754;
73680;1119;1147;870;922;750;753;
73740;1214;1165;900;916;839;776;
73800;1140;1158;943;923;730;764;
73860;1112;1146;910;920;815;778;
73920;997;1106;848;900;844;796;
73980;1136;1114;855;888;769;788;
74040;1214;1141;883;887;784;787;
74100;1170;1149;874;883;809;793;
74160;1074;1129;825;868;792;793;
74220;1194;1146;993;901;797;794;
74280;1054;1121;828;882;842;807;
74340;1189;1140;1008;916;726;785;
74400;1160;1145;870;903;662;752;
74460;1029;1114;854;890;777;759;
74520;1244;1149;956;908;648;729;
74580;1208;1165;880;900;691;719;
74640;1087;1144;774;866;817;745;
74700;1092;1130;827;856;839;770;
74760;1076;1115;820;846;769;770;
74820;1018;1089;697;806;829;786;
74880;1020;1070;772;797;752;777;
74940;1067;1069;742;782;754;771;
75000;1034;1060;739;770;811;782;
75060;1062;1060;794;777;786;783;
75120;1111;1074;809;785;767;778;
75180;944;1039;761;779;687;754;
75240;972;1021;918;816;676;733;
75300;999;1015;880;834;575;690;
75360;855;972;961;868;689;690;
75420;905;954;1063;921;558;654;
75480;1007;968;1154;984;553;627;
75540;876;943;1148;1028;524;599;
75600;884;927;1065;1038;506;574;
75660;892;918;976;1021;543;566;
75720;890;910;953;1003;663;592;
75780;849;894;1019;1007;533;576;
75840;862;885;887;975;616;587;
75900;882;884;937;965;575;584;
75960;986;912;1055;989;454;549;
76020;927;916;937;975;578;557;
76080;902;912;1248;1049;681;590;
76140;857;897;1011;1039;577;587;
76200;878;892;1050;1042;599;590;
76260;825;874;965;1021;595;591;
76320;899;881;966;1006;559;583;
76380;966;904;1145;1044;594;586;
76440;1009;932;1224;1092;629;597;
76500;982;946;1256;1137;446;556;
76560;938;944;1368;1199;683;591;
76620;935;941;1527;1288;522;572;
76680;909;933;1488;1342;596;579;
76740;915;928;1469;1376;587;581;
76800;883;916;1570;1429;523;565;
76860;1002;939;1459;1437;525;554;
76920;965;946;1334;1409;509;542;
76980;1126;995;1417;1411;456;519;
77040;1031;1004;1353;1395;561;530;
77100;927;984;1472;1416;478;516;
77160;896;960;1428;1419;584;534;
77220;869;935;1495;1440;452;512;
77280;931;934;1488;1453;451;496;
77340;911;928;1432;1447;583;519;
77400;962;937;1425;1441;496;513;
77460;886;923;1345;1415;489;506;
77520;1056;959;1365;1402;541;516;
77580;1120;1003;1810;1512;358;473;
77640;991;999;1631;1544;548;493;
77700;1130;1035;1991;1665;590;519;
77760;1240;1090;1782;1696;419;492;
77820;1022;1072;1696;1696;425;474;
77880;952;1039;1743;1709;438;464;
77940;941;1013;1791;1731;514;478;
78000;1064;1027;2518;1944;437;467;
78060;1145;1059;2116;1990;510;478;
78120;1116;1074;2300;2074;493;482;
78180;1027;1061;2314;2139;397;459;
78240;1147;1085;2318;2187;439;454;
78300;1177;1110;2328;2225;489;463;
78360;1216;1138;2487;2296;456;461;
78420;1164;1145;2065;2234;420;450;
78480;1085;1129;1839;2127;446;449;
78540;1039;1105;1770;2031;342;420;
78600;1087;1100;1708;1943;385;411;
78660;1177;1121;1648;1864;452;422;
78720;1108;1117;1704;1820;448;429;
78780;1199;1139;1731;1796;393;419;
78840;1191;1153;1430;1697;363;404;
78900;1319;1198;1443;1629;383;398;
78960;1299;1225;1364;1557;429;407;
79020;1210;1221;1128;1441;359;394;
79080;1272;1235;1110;1352;347;381;
79140;1322;1258;1012;1260;295;358;
79200;1275;1263;1036;1199;375;362;
79260;1189;1243;1336;1236;374;366;
79320;1369;1277;1356;1269;422;381;
79380;1279;1278;952;1183;448;399;
79440;1342;1295;1175;1181;364;390;
79500;1231;1278;1013;1136;404;393;
79560;1227;1264;1227;1160;358;384;
79620;1235;1256;1276;1192;365;379;
79680;1336;1278;1060;1156;375;378;
79740;1327;1291;877;1081;368;375;
79800;1421;1326;971;1051;420;387;
79860;1423;1352;874;1003;428;398;
79920;1517;1397;732;930;400;399;
79980;1359;1387;823;901;324;379;
80040;1322;1369;956;916;351;371;
80100;1378;1372;719;863;349;365;
80160;1574;1426;803;847;262;337;
80220;1440;1430;779;828;432;363;
80280;1461;1438;858;836;303;347;
80340;1373;1421;912;857;312;337;
80400;1446;1428;746;827;323;333;
80460;1334;1402;878;841;392;349;
80520;1383;1397;768;821;372;355;
80580;1497;1424;689;785;433;376;
80640;1473;1437;730;770;344;368;
80700;1518;1459;606;726;317;354;
80760;1518;1475;738;729;227;320;
80820;1458;1470;766;739;292;312;
80880;1650;1519;691;726;386;332;
80940;1608;1543;743;731;298;323;
81000;1429;1512;706;724;293;315;
81060;1209;1430;577;684;344;323;
81120;1507;1451;756;704;435;353;
81180;1607;1493;661;692;318;344;
81240;1639;1533;684;690;351;346;
81300;1684;1573;652;680;363;350;
81360;1545;1566;751;699;321;342;
81420;1594;1573;659;688;238;314;
81480;1749;1621;685;687;278;304;
81540;1515;1592;720;696;319;308;
81600;1696;1620;628;678;327;313;
81660;1540;1599;802;711;299;309;
81720;1499;1572;667;699;356;322;
81780;1583;1575;789;724;476;364;
81840;1610;1584;627;697;329;354;
81900;1646;1601;700;698;422;373;
81960;1659;1617;795;724;260;342;
82020;1480;1580;706;719;394;356;
82080;1488;1555;705;715;380;363;
82140;1702;1595;705;713;357;361;
82200;1452;1556;635;692;409;374;
82260;1533;1550;572;659;248;340;
82320;1709;1593;565;634;311;332;
82380;1532;1576;624;631;301;324;
82440;1702;1610;599;622;336;327;
82500;1546;1593;650;630;373;339;
82560;1736;1632;700;649;293;327;
82620;1640;1634;733;672;321;325;
82680;1759;1668;752;693;312;322;
82740;1580;1644;610;671;347;329;
82800;1531;1613;717;683;297;320;
82860;1676;1630;641;672;347;327;
82920;1554;1610;570;644;321;326;
82980;1623;1613;554;620;259;308;
83040;1513;1586;561;604;210;281;
83100;1553;1577;570;595;347;299;
83160;1629;1591;778;644;401;327;
83220;1676;1614;571;625;356;335;
83280;1424;1563;663;635;346;338;
83340;1640;1584;636;635;336;337;
83400;1465;1552;654;640;279;321;
83460;1622;1571;668;648;297;315;
83520;1807;1634;610;638;371;330;
83580;1511;1601;600;627;412;352;
83640;1852;1669;580;615;301;338;
83700;1716;1682;652;625;267;319;
83760;1991;1765;819;677;322;320;
83820;1595;1719;687;680;344;326;
83880;1830;1749;612;662;302;320;
83940;1958;1806;788;696;286;311;
84000;1895;1830;773;717;247;293;
84060;2145;1915;891;764;324;302;
84120;2326;2026;849;787;291;299;
84180;2065;2037;912;821;306;301;
84240;2093;2052;740;799;346;313;
84300;2097;2064;1013;857;251;296;
84360;2063;2064;965;886;292;295;
84420;1916;2024;801;863;264;287;
84480;1983;2013;957;888;324;297;
84540;1948;1995;758;853;270;290;
84600;2219;2056;965;883;234;275;
84660;2569;2194;1246;981;260;271;
84720;2471;2269;1371;1087;286;275;
84780;2467;2323;1278;1138;306;283;
84840;2638;2408;1500;1236;329;296;
84900;2432;2414;1417;1285;268;288;
84960;2656;2480;1357;1304;255;279;
85020;2831;2575;1328;1311;331;293;
85080;2521;2560;1202;1281;256;283;
85140;2619;2576;1398;1313;256;276;
85200;2291;2499;1766;1435;229;263;
85260;2425;2479;1751;1521;289;270;
85320;2347;2443;1665;1560;310;281;
85380;2456;2447;1705;1599;350;300;
85440;2385;2430;1876;1674;252;287;
85500;2356;2410;1698;1680;360;307;
85560;2261;2370;1747;1698;360;321;
85620;2307;2353;1792;1724;304;316;
85680;2199;2311;1626;1697;299;312;
85740;2192;2279;1868;1743;273;301;
85800;2229;2266;1567;1696;318;306;
85860;2378;2296;1575;1663;287;301;
85920;2310;2300;1676;1667;302;301;
85980;2155;2261;1848;1716;291;298;
86040;2301;2272;2016;1797;279;293;
86100;2139;2236;2314;1936;264;285;
86160;2212;2229;2318;2040;367;307;
86220;1867;2131;2254;2097;354;320;
86280;1911;2072;2571;2225;331;323;
86340;1985;2048;2388;2269;329;325;
86400;6;1497;28;1664;2;237;
